TransactionID,Items
403,"""Mantequilla, Cebolla, Detergente, Platanos, Papas fritas, Cerveza, Refresco, Pasta, Salsa de Tomate"""
404,"""Manzanas, Yogur"""
405,"""Azucar, Yogur, Detergente, Chocolate, Pasta, Cafe, Pan"""
406,"""Azucar, Huevos, Papel Higienico, Yogur, Detergente, Pan"""
407,"""Pasta, Queso, Cebolla"""
408,"""Azucar, Huevos, Papel Higienico, Papas fritas, Salsa de Tomate"""
409,"""Manzanas, Queso, Detergente, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Pan"""
410,"""Azucar, Panales, Papel Higienico, Queso, Cebolla, Detergente, Papas fritas, Cerveza, Cafe, Pan"""
411,"""Panales, Papel Higienico, Platanos, Cerveza, Chocolate, Refresco, Salsa de Tomate"""
412,"""Panales, Papel Higienico, Yogur, Queso, Detergente, Chocolate, Salsa de Tomate"""
413,"""Manzanas, Azucar, Panales, Papel Higienico, Mantequilla, Cebolla, Leche, Chocolate, Salsa de Tomate, Cafe, Pan"""
414,"""Manzanas, Mantequilla, Yogur, Leche, Refresco, Pasta, Salsa de Tomate"""
415,"""Manzanas, Panales, Mantequilla, Yogur, Queso, Cebolla, Platanos, Papas fritas, Cerveza, Pan"""
416,"""Panales, Papel Higienico, Cebolla, Detergente, Platanos, Papas fritas, Cerveza, Chocolate"""
417,"""Manzanas, Huevos, Yogur, Platanos, Papas fritas, Cerveza, Leche"""
418,"""Manzanas, Huevos, Azucar, Cebolla, Detergente, Papas fritas, Leche, Cafe, Pan"""
419,"""Huevos, Queso, Platanos, Cerveza, Salsa de Tomate, Pan"""
420,"""Yogur, Cebolla, Queso"""
421,"""Refresco"""
422,"""Huevos, Cebolla, Papas fritas, Cerveza, Leche, Chocolate, Pasta, Salsa de Tomate"""
423,"""Chocolate"""
424,"""Cebolla"""
425,"""Manzanas, Mantequilla, Detergente, Cerveza, Chocolate"""
426,"""Mantequilla, Papel Higienico, Pan"""
427,"""Azucar, Panales, Papel Higienico, Cebolla, Platanos, Cerveza, Pasta, Salsa de Tomate"""
428,"""Azucar, Cafe"""
429,"""Manzanas, Mantequilla, Queso, Platanos, Leche, Chocolate, Pasta"""
430,"""Azucar, Papel Higienico, Queso, Cebolla, Leche, Chocolate, Pasta, Salsa de Tomate, Cafe"""
431,"""Manzanas, Mantequilla, Cebolla, Platanos, Cafe"""
432,"""Azucar, Panales, Queso, Platanos, Papas fritas, Cerveza, Salsa de Tomate, Cafe"""
433,"""Huevos, Papas fritas, Cerveza"""
434,"""Cerveza, Papas fritas, Cebolla"""
435,"""Huevos, Mantequilla, Yogur, Platanos, Leche, Refresco, Pasta, Salsa de Tomate"""
436,"""Manzanas, Queso, Chocolate, Pasta, Salsa de Tomate"""
437,"""Azucar, Queso, Papas fritas, Cerveza, Salsa de Tomate, Cafe"""
438,"""Manzanas, Huevos, Papel Higienico, Queso, Yogur, Platanos, Cerveza"""
439,"""Mantequilla, Papas fritas, Cebolla"""
440,"""Manzanas, Huevos, Pan"""
441,"""Platanos, Papel Higienico"""
442,"""Huevos, Yogur, Cebolla"""
443,"""Detergente, Papas fritas, Cerveza, Leche"""
444,"""Papel Higienico, Queso, Papas fritas, Cerveza, Leche, Chocolate"""
445,"""Azucar, Detergente, Cerveza, Leche, Refresco, Cafe"""
446,"""Papel Higienico, Queso, Cebolla, Platanos, Papas fritas, Cerveza, Chocolate, Salsa de Tomate, Cafe"""
447,"""Azucar, Papel Higienico, Mantequilla, Detergente, Platanos, Papas fritas, Leche, Cafe"""
448,"""Detergente"""
449,"""Azucar, Huevos, Panales, Papel Higienico, Mantequilla, Cerveza, Pasta, Salsa de Tomate, Cafe"""
450,"""Refresco, Papel Higienico, Detergente, Chocolate"""
451,"""Mantequilla, Panales, Papel Higienico, Cerveza"""
452,"""Chocolate, Pan"""
453,"""Azucar, Mantequilla, Queso, Detergente, Platanos, Papas fritas, Cafe, Pan"""
454,"""Salsa de Tomate, Leche, Chocolate"""
455,"""Papel Higienico, Mantequilla, Papas fritas, Cerveza, Leche, Cafe, Pan"""
456,"""Mantequilla, Cebolla, Papas fritas, Cerveza, Refresco, Salsa de Tomate, Cafe, Pan"""
457,"""Detergente, Azucar"""
458,"""Azucar, Panales, Papel Higienico, Mantequilla, Cebolla, Detergente, Papas fritas, Cerveza, Leche, Chocolate, Refresco, Cafe"""
459,"""Huevos, Queso, Papas fritas, Refresco, Salsa de Tomate"""
460,"""Manzanas, Azucar, Panales, Papas fritas, Cerveza, Pan"""
461,"""Papel Higienico, Queso, Yogur, Detergente, Platanos"""
462,"""Azucar, Panales, Cebolla, Cerveza, Cafe"""
463,"""Papel Higienico, Salsa de Tomate, Cerveza"""
464,"""Azucar, Panales, Cebolla, Refresco, Pasta, Salsa de Tomate"""
465,"""Pasta, Salsa de Tomate"""
466,"""Manzanas, Salsa de Tomate, Leche"""
467,"""Manzanas, Huevos, Panales, Papel Higienico, Mantequilla, Cebolla, Platanos, Leche, Chocolate"""
468,"""Manzanas, Papas fritas, Cerveza, Leche, Chocolate"""
469,"""Manzanas, Huevos, Cebolla, Platanos, Salsa de Tomate"""
470,"""Platanos, Yogur"""
471,"""Azucar, Papel Higienico, Queso, Detergente, Salsa de Tomate, Cafe"""
472,"""Manzanas, Panales, Mantequilla, Papas fritas, Cerveza, Salsa de Tomate, Pan"""
473,"""Papas fritas, Cebolla"""
474,"""Salsa de Tomate"""
475,"""Platanos, Papas fritas, Cebolla"""
476,"""Pasta, Leche, Chocolate"""
477,"""Azucar"""
478,"""Salsa de Tomate, Papel Higienico, Leche"""
479,"""Azucar, Huevos, Queso, Yogur, Detergente, Cafe"""
480,"""Huevos, Panales, Detergente, Papas fritas, Leche, Chocolate, Refresco"""
481,"""Manzanas, Papel Higienico, Mantequilla, Cebolla, Papas fritas"""
482,"""Huevos, Panales, Papel Higienico, Yogur, Cebolla, Leche, Chocolate"""
483,"""Refresco, Platanos"""
484,"""Papel Higienico, Chocolate, Refresco, Pasta, Salsa de Tomate"""
485,"""Azucar, Huevos, Queso, Cebolla, Leche, Pasta, Salsa de Tomate, Cafe"""
486,"""Azucar, Panales, Queso, Cebolla, Cerveza, Leche, Chocolate, Salsa de Tomate"""
487,"""Yogur, Cebolla, Platanos, Pasta, Salsa de Tomate, Cafe"""
488,"""Azucar, Panales, Detergente, Platanos, Papas fritas, Cerveza, Chocolate, Salsa de Tomate, Cafe"""
489,"""Azucar, Cebolla, Platanos, Papas fritas, Leche, Chocolate, Cafe"""
490,"""Panales, Platanos, Leche"""
491,"""Azucar, Papel Higienico, Platanos, Pasta, Salsa de Tomate"""
492,"""Pasta, Salsa de Tomate"""
493,"""Mantequilla, Cebolla"""
494,"""Manzanas, Azucar, Cebolla, Papas fritas, Chocolate, Refresco, Cafe"""
495,"""Azucar, Mantequilla, Platanos, Huevos"""
496,"""Huevos, Panales, Yogur, Papas fritas, Cerveza, Leche, Refresco, Salsa de Tomate"""
497,"""Platanos, Salsa de Tomate"""
498,"""Azucar, Panales, Papel Higienico, Yogur, Detergente, Platanos, Leche, Pan"""
499,"""Huevos, Panales, Yogur, Cebolla, Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Cafe, Pan"""
500,"""Manzanas, Azucar, Panales, Mantequilla, Yogur, Queso, Platanos, Cerveza, Salsa de Tomate, Cafe"""
501,"""Huevos, Panales, Detergente, Platanos, Papas fritas, Salsa de Tomate"""
502,"""Yogur, Papas fritas, Chocolate, Pasta, Salsa de Tomate"""
503,"""Manzanas, Huevos, Papel Higienico, Detergente, Platanos, Chocolate, Pasta, Salsa de Tomate"""
504,"""Refresco, Queso"""
505,"""Huevos, Papel Higienico, Queso, Yogur, Chocolate"""
506,"""Azucar, Leche"""
507,"""Manzanas, Panales, Papas fritas, Cerveza, Leche"""
508,"""Manzanas, Mantequilla, Yogur, Detergente, Leche, Chocolate, Pan"""
509,"""Cafe, Chocolate"""
510,"""Huevos, Queso, Cebolla, Cerveza, Chocolate, Pasta, Salsa de Tomate"""
511,"""Detergente, Salsa de Tomate, Refresco"""
512,"""Mantequilla, Papas fritas, Salsa de Tomate, Yogur"""
513,"""Manzanas, Panales, Platanos, Pasta, Salsa de Tomate"""
514,"""Manzanas, Azucar, Panales, Mantequilla, Detergente, Papas fritas, Cerveza, Leche, Refresco, Salsa de Tomate, Cafe"""
515,"""Azucar, Mantequilla, Queso, Cebolla, Platanos, Refresco, Pan"""
516,"""Papel Higienico, Queso"""
517,"""Refresco, Cafe, Azucar"""
518,"""Huevos, Mantequilla, Pan, Chocolate"""
519,"""Detergente, Huevos, Salsa de Tomate, Cerveza"""
520,"""Manzanas, Huevos, Papas fritas, Cerveza, Refresco"""
521,"""Manzanas, Azucar, Panales, Papel Higienico, Yogur, Papas fritas, Cerveza, Salsa de Tomate, Cafe"""
522,"""Queso, Leche"""
523,"""Panales, Yogur"""
524,"""Azucar, Huevos, Cebolla, Chocolate, Cafe"""
525,"""Azucar, Panales, Yogur, Cebolla, Cerveza, Pasta, Salsa de Tomate, Cafe"""
526,"""Azucar, Huevos, Cebolla, Platanos, Chocolate, Pasta, Salsa de Tomate, Cafe"""
527,"""Mantequilla, Yogur, Detergente, Papas fritas, Leche, Chocolate, Pan"""
528,"""Salsa de Tomate, Yogur, Cebolla, Chocolate"""
529,"""Azucar, Papel Higienico, Pasta, Salsa de Tomate, Cafe"""
530,"""Azucar, Queso, Platanos, Refresco, Pasta, Salsa de Tomate"""
531,"""Manzanas, Azucar, Queso, Yogur, Cebolla, Platanos, Cafe"""
532,"""Azucar, Mantequilla, Queso, Cafe, Pan"""
533,"""Azucar, Platanos"""
534,"""Queso, Cerveza"""
535,"""Mantequilla, Yogur, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
536,"""Papas fritas, Cerveza"""
537,"""Manzanas, Papel Higienico, Mantequilla, Queso, Platanos"""
538,"""Panales, Papel Higienico, Queso, Papas fritas, Refresco, Pan"""
539,"""Salsa de Tomate"""
540,"""Mantequilla, Platanos, Papas fritas, Cerveza"""
541,"""Azucar, Papel Higienico, Yogur, Salsa de Tomate, Cafe"""
542,"""Mantequilla, Queso, Detergente, Platanos, Cafe, Pan"""
543,"""Huevos, Mantequilla, Queso, Detergente, Cerveza, Leche, Chocolate"""
544,"""Azucar, Manzanas, Mantequilla, Detergente, Papas fritas, Cerveza, Salsa de Tomate, Cafe, Pan"""
545,"""Azucar, Mantequilla, Yogur, Detergente, Leche, Pasta, Salsa de Tomate, Cafe, Pan"""
546,"""Huevos, Mantequilla, Papas fritas, Salsa de Tomate, Pan"""
547,"""Manzanas, Azucar, Panales, Mantequilla, Yogur, Papas fritas, Cerveza, Chocolate, Cafe, Pan"""
548,"""Refresco, Cafe, Azucar"""
549,"""Papel Higienico, Mantequilla, Queso, Platanos, Papas fritas, Refresco"""
550,"""Huevos, Papel Higienico, Yogur, Cebolla, Detergente, Leche, Refresco, Pan"""
551,"""Chocolate"""
552,"""Azucar, Huevos, Platanos, Chocolate, Refresco, Pasta, Salsa de Tomate"""
553,"""Mantequilla, Pan"""
554,"""Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
555,"""Pan"""
556,"""Huevos, Mantequilla"""
557,"""Papas fritas, Queso"""
558,"""Papas fritas, Cerveza"""
559,"""Queso, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Cafe"""
560,"""Papas fritas, Cerveza, Chocolate"""
561,"""Manzanas, Panales, Yogur, Platanos, Papas fritas, Cerveza"""
562,"""Azucar, Panales, Mantequilla, Detergente, Leche, Refresco"""
563,"""Azucar, Huevos, Papel Higienico, Cebolla, Chocolate, Refresco"""
564,"""Salsa de Tomate, Leche"""
565,"""Manzanas, Huevos, Azucar, Cebolla, Chocolate, Salsa de Tomate, Cafe"""
566,"""Detergente, Panales, Queso, Salsa de Tomate"""
567,"""Manzanas, Azucar, Panales, Mantequilla, Queso, Papas fritas, Cerveza, Leche, Chocolate, Refresco, Cafe, Pan"""
568,"""Azucar, Huevos"""
569,"""Manzanas, Papel Higienico"""
570,"""Azucar, Huevos, Panales, Yogur, Cebolla, Platanos, Pasta"""
571,"""Azucar, Huevos, Mantequilla, Queso, Chocolate, Refresco, Cafe, Pan"""
572,"""Azucar, Manzanas, Queso, Detergente, Platanos, Leche, Salsa de Tomate"""
573,"""Mantequilla, Cebolla, Platanos, Papas fritas, Leche, Chocolate, Pasta, Salsa de Tomate, Pan"""
574,"""Manzanas, Huevos, Azucar, Papel Higienico, Mantequilla, Cebolla, Papas fritas, Chocolate, Cafe, Pan"""
575,"""Detergente, Salsa de Tomate, Chocolate"""
576,"""Papel Higienico, Cafe, Chocolate"""
577,"""Cebolla"""
578,"""Azucar, Huevos, Detergente, Papas fritas, Cerveza, Leche, Chocolate, Refresco"""
579,"""Refresco"""
580,"""Manzanas, Huevos, Papel Higienico, Chocolate"""
581,"""Detergente, Salsa de Tomate, Papas fritas, Refresco"""
582,"""Azucar, Mantequilla, Queso, Platanos, Pasta, Salsa de Tomate"""
583,"""Mantequilla, Queso, Papas fritas, Refresco, Pasta, Salsa de Tomate"""
584,"""Huevos, Panales, Queso, Detergente, Platanos, Papas fritas, Leche"""
585,"""Papas fritas, Cerveza"""
586,"""Yogur, Platanos, Papas fritas, Cerveza, Leche, Chocolate, Pasta, Salsa de Tomate"""
587,"""Manzanas, Platanos, Papas fritas, Leche, Refresco, Pan"""
588,"""Pasta, Salsa de Tomate"""
589,"""Cebolla"""
590,"""Queso"""
591,"""Queso, Yogur, Detergente, Papas fritas, Leche, Chocolate, Refresco, Salsa de Tomate"""
592,"""Papas fritas, Queso"""
593,"""Huevos, Yogur, Papas fritas, Cerveza, Pan"""
594,"""Papel Higienico, Mantequilla, Platanos, Papas fritas, Chocolate, Cafe, Pan"""
595,"""Yogur, Detergente, Platanos, Papas fritas, Cerveza, Chocolate, Refresco, Pasta, Salsa de Tomate"""
596,"""Manzanas, Huevos, Mantequilla, Papas fritas, Cerveza, Chocolate, Pan"""
597,"""Panales, Cebolla, Detergente, Platanos, Papas fritas, Cerveza, Leche, Pasta, Salsa de Tomate"""
598,"""Manzanas, Azucar, Papel Higienico, Mantequilla, Cafe"""
599,"""Huevos"""
600,"""Manzanas, Cebolla, Detergente, Papas fritas, Refresco, Pasta, Salsa de Tomate"""
601,"""Huevos, Panales, Papas fritas, Cerveza"""
602,"""Azucar, Huevos, Papel Higienico, Mantequilla, Queso, Yogur, Cerveza"""
603,"""Refresco, Yogur, Cafe, Azucar"""
604,"""Platanos"""
605,"""Azucar, Huevos, Papel Higienico, Chocolate, Pasta, Salsa de Tomate, Cafe"""
606,"""Azucar, Papas fritas, Detergente, Chocolate"""
607,"""Azucar, Yogur, Platanos, Papas fritas, Chocolate, Pasta, Salsa de Tomate, Cafe"""
608,"""Azucar, Panales, Yogur, Queso, Papas fritas, Cerveza, Chocolate, Cafe"""
609,"""Papas fritas, Cerveza"""
610,"""Papel Higienico, Queso, Cebolla, Yogur, Platanos, Salsa de Tomate"""
611,"""Manzanas, Queso, Platanos, Cerveza, Leche, Salsa de Tomate, Pan"""
612,"""Azucar, Huevos, Queso, Leche, Chocolate, Cafe"""
613,"""Refresco, Huevos, Cebolla, Chocolate"""
614,"""Pasta, Pan"""
615,"""Manzanas, Leche"""
616,"""Huevos, Mantequilla, Queso, Cebolla, Refresco"""
617,"""Pan"""
618,"""Mantequilla, Salsa de Tomate, Cebolla, Pan"""
619,"""Manzanas, Yogur"""
620,"""Papas fritas, Papel Higienico, Queso, Cerveza"""
621,"""Azucar, Cebolla"""
622,"""Azucar, Papas fritas, Cerveza, Cafe"""
623,"""Azucar, Mantequilla, Queso, Platanos, Papas fritas, Pasta, Salsa de Tomate, Cafe, Pan"""
624,"""Panales, Papas fritas, Cerveza"""
625,"""Azucar, Huevos, Leche, Chocolate, Refresco, Pasta, Salsa de Tomate, Cafe"""
626,"""Panales, Pan"""
627,"""Huevos, Panales, Papel Higienico, Mantequilla, Papas fritas, Cerveza, Leche, Pasta, Salsa de Tomate"""
628,"""Manzanas, Azucar, Mantequilla, Yogur, Cebolla, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Cafe, Pan"""
629,"""Papas fritas"""
630,"""Panales, Papel Higienico, Queso, Yogur, Detergente, Platanos, Salsa de Tomate, Pan"""
631,"""Detergente, Cafe, Azucar"""
632,"""Azucar, Cebolla, Cerveza, Refresco"""
633,"""Manzanas, Huevos, Yogur, Cebolla, Cerveza, Salsa de Tomate, Cafe"""
634,"""Azucar, Huevos, Mantequilla, Yogur, Platanos, Salsa de Tomate, Pan"""
635,"""Manzanas, Mantequilla, Yogur, Papas fritas, Pasta, Salsa de Tomate, Pan"""
636,"""Mantequilla, Pan"""
637,"""Manzanas, Panales, Mantequilla, Queso, Papas fritas, Leche, Pasta, Salsa de Tomate"""
638,"""Refresco, Cebolla"""
639,"""Manzanas, Papel Higienico, Cebolla, Papas fritas, Pasta, Salsa de Tomate"""
640,"""Manzanas, Mantequilla, Yogur, Detergente, Platanos, Leche, Chocolate, Salsa de Tomate, Pan"""
641,"""Huevos, Yogur, Cebolla, Platanos, Chocolate, Cafe, Pan"""
642,"""Platanos, Leche, Pan"""
643,"""Mantequilla, Yogur, Chocolate, Pasta, Salsa de Tomate"""
644,"""Huevos, Papel Higienico, Yogur, Cebolla, Refresco, Pasta, Salsa de Tomate"""
645,"""Azucar, Cerveza, Cafe, Chocolate"""
646,"""Huevos, Queso, Detergente, Platanos, Papas fritas, Leche, Chocolate, Salsa de Tomate"""
647,"""Salsa de Tomate"""
648,"""Cerveza"""
649,"""Platanos, Queso"""
650,"""Refresco, Mantequilla, Platanos"""
651,"""Azucar, Papel Higienico, Cebolla, Leche, Cafe"""
652,"""Azucar, Manzanas, Papel Higienico, Cebolla, Papas fritas, Leche, Chocolate"""
653,"""Huevos, Mantequilla, Queso, Cebolla, Detergente, Papas fritas, Refresco, Salsa de Tomate, Pan"""
654,"""Manzanas, Mantequilla, Yogur, Platanos, Leche, Chocolate, Refresco, Salsa de Tomate"""
655,"""Azucar, Huevos, Mantequilla, Papas fritas, Cerveza, Refresco, Salsa de Tomate, Cafe"""
656,"""Azucar, Mantequilla, Queso, Chocolate, Cafe, Pan"""
657,"""Yogur"""
658,"""Manzanas, Mantequilla, Queso, Detergente, Papas fritas, Refresco, Pasta, Salsa de Tomate, Cafe, Pan"""
659,"""Azucar, Manzanas, Huevos, Papel Higienico, Panales, Mantequilla, Cebolla, Pasta, Pan"""
660,"""Panales, Papel Higienico, Detergente, Platanos, Cerveza, Refresco, Salsa de Tomate, Pan"""
661,"""Huevos, Papel Higienico, Yogur, Detergente, Cerveza, Pasta, Salsa de Tomate"""
662,"""Azucar, Huevos, Mantequilla, Platanos, Cerveza, Leche, Pasta, Salsa de Tomate"""
663,"""Azucar, Platanos, Papel Higienico, Queso"""
664,"""Manzanas, Mantequilla, Yogur, Pan"""
665,"""Queso"""
666,"""Queso"""
667,"""Detergente, Papel Higienico, Azucar"""
668,"""Manzanas, Huevos"""
669,"""Pasta, Salsa de Tomate, Leche"""
670,"""Manzanas, Azucar, Panales, Yogur, Cebolla, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Cafe"""
671,"""Azucar, Huevos, Platanos, Papas fritas, Cerveza, Chocolate, Salsa de Tomate, Cafe"""
672,"""Azucar, Manzanas, Panales, Yogur, Cerveza, Leche, Chocolate, Pasta, Salsa de Tomate"""
673,"""Azucar, Yogur, Cebolla, Detergente, Papas fritas, Refresco, Cafe"""
674,"""Huevos, Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Cafe"""
675,"""Mantequilla, Papel Higienico, Pan"""
676,"""Manzanas, Azucar, Papel Higienico, Detergente, Pasta"""
677,"""Manzanas, Azucar, Panales, Mantequilla, Queso, Cebolla, Papas fritas, Cerveza, Cafe, Pan"""
678,"""Queso"""
679,"""Huevos, Salsa de Tomate"""
680,"""Huevos"""
681,"""Manzanas, Huevos, Papel Higienico, Platanos, Cerveza, Chocolate, Pan"""
682,"""Azucar, Huevos, Panales, Queso, Yogur, Papas fritas, Cerveza, Leche, Chocolate, Cafe"""
683,"""Manzanas, Papel Higienico, Mantequilla, Refresco, Salsa de Tomate"""
684,"""Refresco, Papel Higienico, Papas fritas"""
685,"""Azucar, Huevos, Panales, Papel Higienico, Papas fritas, Cerveza, Salsa de Tomate"""
686,"""Detergente, Mantequilla, Pan"""
687,"""Manzanas, Azucar, Panales, Mantequilla, Queso, Papas fritas, Leche, Refresco"""
688,"""Papel Higienico, Yogur, Cebolla, Queso, Detergente, Chocolate, Salsa de Tomate"""
689,"""Huevos, Panales, Yogur, Detergente, Chocolate"""
690,"""Manzanas, Huevos, Mantequilla, Detergente, Platanos, Pasta, Salsa de Tomate"""
691,"""Huevos, Panales, Queso, Refresco, Pan"""
692,"""Manzanas, Azucar, Mantequilla, Leche, Salsa de Tomate, Cafe, Pan"""
693,"""Azucar, Panales, Papas fritas, Cerveza, Leche, Chocolate, Refresco, Pasta, Salsa de Tomate, Cafe"""
694,"""Azucar, Papas fritas, Cerveza"""
695,"""Manzanas, Azucar, Cebolla, Refresco, Cafe"""
696,"""Papel Higienico, Pan"""
697,"""Panales, Yogur, Cerveza, Leche, Salsa de Tomate"""
698,"""Manzanas, Platanos, Cebolla"""
699,"""Detergente, Platanos"""
700,"""Azucar, Mantequilla, Cebolla, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Pan"""
701,"""Panales, Queso, Cebolla, Platanos, Cafe"""
702,"""Platanos, Yogur"""
703,"""Huevos, Mantequilla, Papas fritas, Chocolate"""
704,"""Manzanas, Azucar, Yogur, Detergente, Papas fritas, Leche, Chocolate, Pasta, Salsa de Tomate, Cafe"""
705,"""Azucar, Queso, Cebolla, Yogur, Detergente, Leche, Chocolate, Cafe"""
706,"""Mantequilla, Papel Higienico, Pan"""
707,"""Panales, Papas fritas, Cerveza"""
708,"""Mantequilla, Yogur, Papas fritas, Cerveza, Leche, Pasta, Salsa de Tomate, Pan"""
709,"""Papas fritas, Salsa de Tomate"""
710,"""Huevos, Mantequilla, Cebolla, Leche, Pasta, Salsa de Tomate, Pan"""
711,"""Manzanas, Platanos"""
712,"""Manzanas, Huevos, Panales, Papel Higienico, Cerveza"""
713,"""Azucar, Huevos, Mantequilla, Detergente, Chocolate, Refresco, Pasta, Salsa de Tomate"""
714,"""Azucar, Pasta"""
715,"""Manzanas, Azucar, Queso, Cebolla, Papas fritas, Cafe"""
716,"""Azucar, Panales, Queso, Yogur, Cebolla, Detergente, Papas fritas, Cerveza, Refresco, Cafe"""
717,"""Manzanas, Huevos"""
718,"""Manzanas, Panales, Papas fritas, Cerveza, Salsa de Tomate"""
719,"""Azucar, Manzanas, Papel Higienico, Detergente, Papas fritas, Cerveza, Cafe"""
720,"""Detergente, Cebolla"""
721,"""Azucar, Huevos, Panales, Mantequilla, Platanos, Leche, Pasta, Salsa de Tomate, Pan"""
722,"""Azucar, Mantequilla, Papel Higienico, Pan"""
723,"""Azucar, Mantequilla, Detergente, Refresco, Cafe, Pan"""
724,"""Azucar, Huevos, Cebolla, Detergente, Leche, Chocolate, Refresco, Cafe"""
725,"""Manzanas"""
726,"""Manzanas, Huevos, Platanos, Papas fritas, Cerveza, Cafe"""
727,"""Huevos, Papel Higienico, Yogur, Cebolla, Leche, Refresco"""
728,"""Azucar, Papel Higienico, Yogur, Cebolla, Platanos, Pasta, Salsa de Tomate, Cafe"""
729,"""Manzanas"""
730,"""Chocolate, Pan"""
731,"""Manzanas, Azucar, Mantequilla, Cerveza, Chocolate, Refresco, Pan"""
732,"""Azucar, Manzanas, Panales, Detergente, Papas fritas, Chocolate"""
733,"""Leche, Pan"""
734,"""Huevos, Panales, Papel Higienico, Mantequilla, Yogur, Papas fritas, Cerveza"""
735,"""Manzanas"""
736,"""Cebolla"""
737,"""Manzanas, Mantequilla, Queso"""
738,"""Azucar, Platanos, Papas fritas, Cerveza, Chocolate, Pasta, Salsa de Tomate, Cafe"""
739,"""Salsa de Tomate, Cebolla"""
740,"""Platanos, Papas fritas, Cerveza, Leche, Refresco"""
741,"""Panales, Queso, Cebolla, Papas fritas, Cerveza, Salsa de Tomate"""
742,"""Azucar, Huevos, Panales, Mantequilla, Yogur, Cebolla, Platanos, Cerveza, Cafe, Pan"""
743,"""Huevos, Platanos, Queso, Mantequilla"""
744,"""Panales, Cebolla, Detergente, Papas fritas, Cerveza, Leche, Chocolate, Refresco, Salsa de Tomate"""
745,"""Azucar, Papel Higienico, Mantequilla, Yogur, Queso, Detergente, Pasta, Salsa de Tomate, Cafe"""
746,"""Pasta, Salsa de Tomate"""
747,"""Panales, Papel Higienico, Mantequilla, Yogur, Chocolate, Pan"""
748,"""Azucar, Yogur, Cebolla, Cerveza, Cafe"""
749,"""Huevos, Mantequilla, Papas fritas, Cerveza, Pasta, Salsa de Tomate, Pan"""
750,"""Huevos"""
751,"""Azucar, Panales, Papel Higienico, Cebolla, Detergente, Papas fritas, Cerveza, Cafe"""
752,"""Detergente, Panales, Platanos, Cafe"""
753,"""Mantequilla, Yogur, Detergente, Refresco, Salsa de Tomate, Pan"""
754,"""Azucar, Huevos, Panales, Cebolla, Detergente, Papas fritas, Cerveza, Cafe"""
755,"""Azucar, Papel Higienico, Queso, Papas fritas, Cerveza"""
756,"""Mantequilla, Yogur, Cebolla, Papas fritas, Leche"""
757,"""Mantequilla, Papel Higienico, Pan"""
758,"""Mantequilla, Cafe"""
759,"""Pasta, Salsa de Tomate, Leche, Chocolate"""
760,"""Papel Higienico, Queso, Cebolla, Detergente, Leche, Refresco, Salsa de Tomate, Pan"""
761,"""Manzanas, Mantequilla, Yogur, Papas fritas, Cerveza, Leche, Refresco, Pasta, Salsa de Tomate"""
762,"""Panales, Platanos, Cerveza, Leche, Chocolate, Pasta, Salsa de Tomate"""
763,"""Azucar, Huevos, Panales, Papel Higienico, Queso, Papas fritas, Cerveza, Refresco"""
764,"""Refresco, Platanos"""
765,"""Papel Higienico, Leche, Chocolate"""
766,"""Pasta, Salsa de Tomate"""
767,"""Huevos, Pan, Chocolate"""
768,"""Manzanas, Azucar, Yogur, Cebolla, Platanos, Chocolate, Refresco, Pasta, Salsa de Tomate, Cafe"""
769,"""Azucar, Manzanas, Yogur, Detergente, Refresco"""
770,"""Cebolla"""
771,"""Manzanas, Mantequilla, Yogur, Queso, Cerveza, Leche, Chocolate, Salsa de Tomate, Pan"""
772,"""Panales, Yogur, Platanos, Papas fritas, Cerveza, Pasta, Salsa de Tomate"""
773,"""Yogur, Cerveza, Leche, Pasta, Salsa de Tomate, Pan"""
774,"""Azucar, Cerveza, Cafe, Chocolate"""
775,"""Manzanas, Azucar, Panales, Detergente, Leche, Chocolate, Salsa de Tomate, Cafe"""
776,"""Azucar, Cebolla, Detergente, Papas fritas, Refresco, Pan"""
777,"""Manzanas, Huevos, Papel Higienico, Mantequilla, Queso, Cebolla, Salsa de Tomate, Pan"""
778,"""Azucar, Panales, Yogur, Detergente, Leche"""
779,"""Panales, Papel Higienico, Yogur, Cerveza, Chocolate, Refresco"""
780,"""Manzanas, Cebolla, Papas fritas, Cerveza, Leche"""
781,"""Azucar, Huevos, Panales, Mantequilla, Cebolla, Platanos, Papas fritas, Cerveza, Chocolate"""
782,"""Azucar, Panales, Detergente, Papas fritas, Cerveza, Leche, Pan"""
783,"""Manzanas, Cebolla, Platanos, Chocolate, Refresco"""
784,"""Huevos, Panales, Mantequilla, Queso, Detergente, Papas fritas, Cerveza, Refresco, Pasta, Salsa de Tomate"""
785,"""Platanos, Queso, Cebolla"""
786,"""Pasta, Papas fritas, Salsa de Tomate"""
